Age,Workclass,Education,Occupation,Marital Status,Relationship,Race,Sex,Native Country,Salary
*,*,Some-college,Other,*,Married,*,*,*,62
*,*,Assoc-voc,Technical,*,Married,*,*,*,51
*,*,Some-college,Nontechnical,*,Married,*,*,*,81
*,*,Bachelors,Technical,*,Unmarried,*,*,*,46
*,*,5th-6th,Technical,*,Unmarried,*,*,*,39
*,*,HS-grad,Technical,*,Married,*,*,*,50
*,*,HS-grad,Other,*,Unmarried,*,*,*,40
*,*,HS-grad,Technical,*,Married,*,*,*,34
*,*,Some-college,Other,*,Unmarried,*,*,*,48
*,*,Some-college,Nontechnical,*,Married,*,*,*,47
*,*,HS-grad,Other,*,Married,*,*,*,26
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,35
*,*,Masters,Technical,*,Unmarried,*,*,*,47
*,*,7th-8th,Technical,*,Married,*,*,*,46
*,*,HS-grad,Other,*,Unmarried,*,*,*,41
*,*,5th-6th,Nontechnical,*,Unmarried,*,*,*,49
*,*,Bachelors,Other,*,Unmarried,*,*,*,37
*,*,Bachelors,Technical,*,Married,*,*,*,48
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,34
*,*,7th-8th,Technical,*,Married,*,*,*,37
*,*,HS-grad,*,*,Married,*,*,*,35
*,*,Masters,Technical,*,Unmarried,*,*,*,40
*,*,Assoc-acdm,Nontechnical,*,Unmarried,*,*,*,34
*,*,HS-grad,Technical,*,Married,*,*,*,49
*,*,Bachelors,Other,*,Married,*,*,*,46
*,*,Some-college,Other,*,Married,*,*,*,83
*,*,HS-grad,Technical,*,Married,*,*,*,42
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,48
*,*,Bachelors,Technical,*,Unmarried,*,*,*,52
*,*,HS-grad,Other,*,Married,*,*,*,41
*,*,HS-grad,Other,*,Unmarried,*,*,*,37
*,*,HS-grad,Nontechnical,*,Married,*,*,*,76
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,41
*,*,Some-college,Nontechnical,*,Married,*,*,*,54
*,*,12th,Other,*,Unmarried,*,*,*,33
*,*,Some-college,Other,*,Married,*,*,*,30
*,*,HS-grad,Other,*,Married,*,*,*,48
*,*,Masters,Technical,*,Married,*,*,*,80
*,*,HS-grad,Technical,*,Married,*,*,*,38
*,*,Some-college,Other,*,Unmarried,*,*,*,33
*,*,11th,Nontechnical,*,Unmarried,*,*,*,44
*,*,HS-grad,Other,*,Married,*,*,*,37
*,*,Bachelors,Technical,*,Unmarried,*,*,*,46
*,*,HS-grad,Technical,*,Married,*,*,*,41
*,*,Some-college,Technical,*,Unmarried,*,*,*,36
*,*,HS-grad,*,*,Unmarried,*,*,*,46
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,37
*,*,Prof-school,Technical,*,Married,*,*,*,79
*,*,HS-grad,Technical,*,Unmarried,*,*,*,49
*,*,HS-grad,Technical,*,Married,*,*,*,51
*,*,Some-college,Technical,*,Unmarried,*,*,*,48
*,*,Masters,Nontechnical,*,Married,*,*,*,98
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,88
*,*,Bachelors,Nontechnical,*,Married,*,*,*,42
*,*,Some-college,Nontechnical,*,Married,*,*,*,54
*,*,7th-8th,Nontechnical,*,Unmarried,*,*,*,45
*,*,Some-college,Other,*,Married,*,*,*,57
*,*,Masters,Nontechnical,*,Married,*,*,*,78
*,*,Bachelors,Nontechnical,*,Married,*,*,*,92
*,*,5th-6th,Technical,*,Married,*,*,*,48
*,*,Bachelors,Nontechnical,*,Married,*,*,*,53
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,33
*,*,HS-grad,Technical,*,Unmarried,*,*,*,35
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,37
*,*,HS-grad,Other,*,Married,*,*,*,38
*,*,Some-college,Technical,*,Unmarried,*,*,*,39
*,*,Some-college,Nontechnical,*,Married,*,*,*,37
*,*,HS-grad,Other,*,Unmarried,*,*,*,40
*,*,Some-college,Other,*,Unmarried,*,*,*,25
*,*,Masters,Technical,*,Married,*,*,*,65
*,*,Bachelors,Other,*,Unmarried,*,*,*,45
*,*,HS-grad,*,*,Married,*,*,*,43
*,*,12th,*,*,Unmarried,*,*,*,43
*,*,Some-college,*,*,Married,*,*,*,27
*,*,Some-college,Other,*,Unmarried,*,*,*,44
*,*,HS-grad,Other,*,Unmarried,*,*,*,44
*,*,Bachelors,Nontechnical,*,Married,*,*,*,50
*,*,12th,Other,*,Unmarried,*,*,*,38
*,*,Some-college,Other,*,Unmarried,*,*,*,43
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,47
*,*,Prof-school,Technical,*,Unmarried,*,*,*,49
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,36
*,*,HS-grad,Other,*,Unmarried,*,*,*,43
*,*,11th,Technical,*,Married,*,*,*,50
*,*,Bachelors,Technical,*,Unmarried,*,*,*,45
*,*,HS-grad,Nontechnical,*,Married,*,*,*,44
*,*,Preschool,Other,*,Unmarried,*,*,*,38
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,37
*,*,Masters,Technical,*,Unmarried,*,*,*,45
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,42
*,*,HS-grad,Technical,*,Married,*,*,*,51
*,*,Some-college,Other,*,Married,*,*,*,86
*,*,9th,Technical,*,Unmarried,*,*,*,37
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,46
*,*,Assoc-acdm,Nontechnical,*,Unmarried,*,*,*,47
*,*,HS-grad,Nontechnical,*,Married,*,*,*,42
*,*,HS-grad,Other,*,Married,*,*,*,102
*,*,HS-grad,Other,*,Married,*,*,*,43
*,*,HS-grad,Other,*,Unmarried,*,*,*,49
*,*,10th,Technical,*,Unmarried,*,*,*,45
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,Doctorate,Technical,*,Unmarried,*,*,*,48
*,*,7th-8th,Other,*,Unmarried,*,*,*,47
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,47
*,*,Bachelors,Technical,*,Married,*,*,*,42
*,*,HS-grad,Other,*,Unmarried,*,*,*,37
*,*,Some-college,Other,*,Married,*,*,*,61
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,36
*,*,HS-grad,Technical,*,Married,*,*,*,46
*,*,Masters,Technical,*,Married,*,*,*,81
*,*,Bachelors,Technical,*,Married,*,*,*,51
*,*,HS-grad,Technical,*,Unmarried,*,*,*,43
*,*,11th,Technical,*,Married,*,*,*,40
*,*,Some-college,Technical,*,Married,*,*,*,34
*,*,HS-grad,Technical,*,Unmarried,*,*,*,35
*,*,Bachelors,Nontechnical,*,Married,*,*,*,88
*,*,Doctorate,Technical,*,Married,*,*,*,86
*,*,HS-grad,Technical,*,Married,*,*,*,46
*,*,Assoc-acdm,Nontechnical,*,Unmarried,*,*,*,28
*,*,Doctorate,*,*,Married,*,*,*,28
*,*,Masters,Technical,*,Unmarried,*,*,*,46
*,*,HS-grad,Other,*,Unmarried,*,*,*,40
*,*,HS-grad,Other,*,Unmarried,*,*,*,37
*,*,9th,*,*,Married,*,*,*,27
*,*,HS-grad,Other,*,Unmarried,*,*,*,45
*,*,HS-grad,Technical,*,Married,*,*,*,50
*,*,11th,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Other,*,Married,*,*,*,38
*,*,7th-8th,Other,*,Married,*,*,*,37
*,*,Some-college,Other,*,Married,*,*,*,45
*,*,Bachelors,Other,*,Unmarried,*,*,*,44
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,41
*,*,Some-college,Technical,*,Married,*,*,*,66
*,*,Assoc-acdm,Technical,*,Unmarried,*,*,*,47
*,*,Bachelors,Technical,*,Married,*,*,*,68
*,*,HS-grad,Nontechnical,*,Married,*,*,*,53
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,43
*,*,Some-college,Technical,*,Married,*,*,*,45
*,*,Bachelors,Technical,*,Married,*,*,*,90
*,*,HS-grad,Technical,*,Married,*,*,*,42
*,*,HS-grad,Other,*,Married,*,*,*,62
*,*,Some-college,Technical,*,Unmarried,*,*,*,41
*,*,HS-grad,Technical,*,Unmarried,*,*,*,36
*,*,HS-grad,Other,*,Unmarried,*,*,*,43
*,*,HS-grad,Nontechnical,*,Married,*,*,*,28
*,*,Some-college,Other,*,Married,*,*,*,38
*,*,Bachelors,Nontechnical,*,Married,*,*,*,93
*,*,Some-college,Technical,*,Married,*,*,*,59
*,*,Assoc-voc,Nontechnical,*,Married,*,*,*,33
*,*,HS-grad,Other,*,Married,*,*,*,49
*,*,Masters,Nontechnical,*,Married,*,*,*,44
*,*,HS-grad,Other,*,Married,*,*,*,26
*,*,11th,Nontechnical,*,Unmarried,*,*,*,37
*,*,HS-grad,Nontechnical,*,Married,*,*,*,88
*,*,Masters,Technical,*,Married,*,*,*,82
*,*,Some-college,*,*,Unmarried,*,*,*,39
*,*,HS-grad,Other,*,Unmarried,*,*,*,46
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,45
*,*,Some-college,Technical,*,Unmarried,*,*,*,43
*,*,11th,Other,*,Unmarried,*,*,*,46
*,*,Some-college,Other,*,Unmarried,*,*,*,48
*,*,Some-college,Other,*,Unmarried,*,*,*,38
*,*,12th,Other,*,Unmarried,*,*,*,26
*,*,HS-grad,Technical,*,Unmarried,*,*,*,34
*,*,Bachelors,Nontechnical,*,Married,*,*,*,71
*,*,HS-grad,Technical,*,Married,*,*,*,34
*,*,Assoc-voc,Technical,*,Married,*,*,*,89
*,*,Some-college,Other,*,Married,*,*,*,46
*,*,HS-grad,Technical,*,Unmarried,*,*,*,35
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,HS-grad,Technical,*,Unmarried,*,*,*,51
*,*,HS-grad,Other,*,Unmarried,*,*,*,32
*,*,Assoc-voc,Nontechnical,*,Married,*,*,*,33
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,40
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,52
*,*,Bachelors,Other,*,Married,*,*,*,41
*,*,Doctorate,Technical,*,Married,*,*,*,62
*,*,HS-grad,Technical,*,Married,*,*,*,52
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,43
*,*,HS-grad,Other,*,Unmarried,*,*,*,42
*,*,HS-grad,Technical,*,Married,*,*,*,58
*,*,Masters,Technical,*,Married,*,*,*,97
*,*,Assoc-acdm,Other,*,Unmarried,*,*,*,47
*,*,HS-grad,*,*,Unmarried,*,*,*,48
*,*,11th,Nontechnical,*,Unmarried,*,*,*,34
*,*,Prof-school,Nontechnical,*,Unmarried,*,*,*,35
*,*,Assoc-voc,Nontechnical,*,Unmarried,*,*,*,47
*,*,HS-grad,Other,*,Married,*,*,*,45
*,*,HS-grad,Nontechnical,*,Married,*,*,*,41
*,*,Assoc-acdm,Technical,*,Unmarried,*,*,*,35
*,*,Bachelors,Other,*,Married,*,*,*,49
*,*,Some-college,Other,*,Unmarried,*,*,*,38
*,*,HS-grad,Other,*,Unmarried,*,*,*,43
*,*,Some-college,Other,*,Married,*,*,*,48
*,*,Some-college,*,*,Unmarried,*,*,*,40
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,46
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,HS-grad,Technical,*,Unmarried,*,*,*,42
*,*,HS-grad,Other,*,Married,*,*,*,33
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,45
*,*,Bachelors,Nontechnical,*,Married,*,*,*,38
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,37
*,*,Masters,Other,*,Married,*,*,*,46
*,*,Doctorate,Technical,*,Married,*,*,*,68
*,*,12th,Other,*,Unmarried,*,*,*,42
*,*,Some-college,Other,*,Unmarried,*,*,*,44
*,*,HS-grad,Other,*,Married,*,*,*,30
*,*,Bachelors,Nontechnical,*,Married,*,*,*,46
*,*,Bachelors,Technical,*,Married,*,*,*,64
*,*,HS-grad,Technical,*,Unmarried,*,*,*,47
*,*,Masters,Nontechnical,*,Married,*,*,*,40
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,Some-college,Nontechnical,*,Married,*,*,*,50
*,*,Some-college,Technical,*,Unmarried,*,*,*,46
*,*,Bachelors,Other,*,Unmarried,*,*,*,49
*,*,Bachelors,Nontechnical,*,Married,*,*,*,46
*,*,HS-grad,Nontechnical,*,Married,*,*,*,54
*,*,Bachelors,Nontechnical,*,Married,*,*,*,55
*,*,HS-grad,Other,*,Unmarried,*,*,*,37
*,*,Prof-school,Technical,*,Married,*,*,*,96
*,*,11th,Nontechnical,*,Unmarried,*,*,*,35
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,32
*,*,Some-college,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Nontechnical,*,Married,*,*,*,52
*,*,7th-8th,*,*,Unmarried,*,*,*,45
*,*,HS-grad,Technical,*,Married,*,*,*,36
*,*,Masters,Nontechnical,*,Married,*,*,*,96
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,Bachelors,Nontechnical,*,Married,*,*,*,63
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,44
*,*,HS-grad,Nontechnical,*,Married,*,*,*,41
*,*,11th,Nontechnical,*,Unmarried,*,*,*,45
*,*,Prof-school,Technical,*,Married,*,*,*,65
*,*,12th,Nontechnical,*,Unmarried,*,*,*,48
*,*,Bachelors,Technical,*,Unmarried,*,*,*,40
*,*,HS-grad,Other,*,Married,*,*,*,35
*,*,Doctorate,*,*,Married,*,*,*,55
*,*,11th,Nontechnical,*,Unmarried,*,*,*,41
*,*,5th-6th,Other,*,Unmarried,*,*,*,28
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,79
*,*,HS-grad,Technical,*,Unmarried,*,*,*,34
*,*,Bachelors,Technical,*,Married,*,*,*,52
*,*,11th,Other,*,Unmarried,*,*,*,42
*,*,Bachelors,Nontechnical,*,Married,*,*,*,52
*,*,Some-college,Nontechnical,*,Married,*,*,*,51
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,41
*,*,HS-grad,Technical,*,Married,*,*,*,46
*,*,Bachelors,Nontechnical,*,Married,*,*,*,40
*,*,Bachelors,Nontechnical,*,Married,*,*,*,52
*,*,HS-grad,Technical,*,Married,*,*,*,42
*,*,7th-8th,Technical,*,Married,*,*,*,43
*,*,Prof-school,Nontechnical,*,Unmarried,*,*,*,39
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,44
*,*,Prof-school,Technical,*,Unmarried,*,*,*,79
*,*,HS-grad,Technical,*,Unmarried,*,*,*,47
*,*,HS-grad,Other,*,Unmarried,*,*,*,33
*,*,HS-grad,Nontechnical,*,Married,*,*,*,37
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,43
*,*,Masters,Technical,*,Unmarried,*,*,*,45
*,*,HS-grad,Other,*,Unmarried,*,*,*,30
*,*,HS-grad,Other,*,Married,*,*,*,45
*,*,Bachelors,Technical,*,Unmarried,*,*,*,68
*,*,10th,*,*,Unmarried,*,*,*,28
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,38
*,*,Some-college,Technical,*,Unmarried,*,*,*,52
*,*,HS-grad,Technical,*,Married,*,*,*,51
*,*,Some-college,Other,*,Married,*,*,*,48
*,*,HS-grad,Technical,*,Married,*,*,*,52
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,49
*,*,10th,Nontechnical,*,Unmarried,*,*,*,37
*,*,Some-college,*,*,Unmarried,*,*,*,33
*,*,Assoc-acdm,Other,*,Married,*,*,*,96
*,*,Bachelors,Other,*,Married,*,*,*,50
*,*,Masters,Technical,*,Married,*,*,*,71
*,*,Bachelors,Nontechnical,*,Married,*,*,*,46
*,*,Bachelors,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Other,*,Unmarried,*,*,*,32
*,*,Bachelors,Nontechnical,*,Married,*,*,*,33
*,*,Masters,Nontechnical,*,Married,*,*,*,31
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,Some-college,*,*,Unmarried,*,*,*,28
*,*,Prof-school,Technical,*,Unmarried,*,*,*,49
*,*,HS-grad,Other,*,Unmarried,*,*,*,41
*,*,Bachelors,Technical,*,Unmarried,*,*,*,40
*,*,HS-grad,Other,*,Married,*,*,*,46
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,39
*,*,Bachelors,*,*,Married,*,*,*,28
*,*,Some-college,Technical,*,Married,*,*,*,37
*,*,Assoc-acdm,*,*,Unmarried,*,*,*,35
*,*,HS-grad,Technical,*,Unmarried,*,*,*,45
*,*,HS-grad,Other,*,Married,*,*,*,39
*,*,11th,Nontechnical,*,Unmarried,*,*,*,34
*,*,HS-grad,Technical,*,Married,*,*,*,41
*,*,Doctorate,Technical,*,Married,*,*,*,82
*,*,Masters,Technical,*,Married,*,*,*,68
*,*,Some-college,Nontechnical,*,Married,*,*,*,38
*,*,Some-college,Other,*,Unmarried,*,*,*,49
*,*,9th,Technical,*,Married,*,*,*,40
*,*,Doctorate,Technical,*,Unmarried,*,*,*,54
*,*,HS-grad,Other,*,Married,*,*,*,36
*,*,HS-grad,Other,*,Unmarried,*,*,*,38
*,*,Some-college,Technical,*,Unmarried,*,*,*,42
*,*,Bachelors,Technical,*,Married,*,*,*,48
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,37
*,*,Bachelors,Technical,*,Married,*,*,*,96
*,*,Some-college,Other,*,Unmarried,*,*,*,32
*,*,HS-grad,*,*,Married,*,*,*,49
*,*,Some-college,Technical,*,Unmarried,*,*,*,49
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,46
*,*,Some-college,Technical,*,Married,*,*,*,46
*,*,Bachelors,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Technical,*,Married,*,*,*,51
*,*,Some-college,Other,*,Unmarried,*,*,*,46
*,*,Prof-school,Nontechnical,*,Married,*,*,*,50
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,31
*,*,Assoc-voc,Technical,*,Unmarried,*,*,*,92
*,*,Masters,Other,*,Married,*,*,*,56
*,*,Some-college,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Other,*,Unmarried,*,*,*,26
*,*,Some-college,Technical,*,Unmarried,*,*,*,41
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,37
*,*,Masters,Nontechnical,*,Unmarried,*,*,*,105
*,*,HS-grad,Other,*,Unmarried,*,*,*,39
*,*,Some-college,Technical,*,Married,*,*,*,58
*,*,10th,Technical,*,Unmarried,*,*,*,39
*,*,Bachelors,Technical,*,Unmarried,*,*,*,62
*,*,HS-grad,Other,*,Unmarried,*,*,*,36
*,*,11th,Nontechnical,*,Unmarried,*,*,*,40
*,*,Bachelors,Technical,*,Married,*,*,*,45
*,*,Masters,Technical,*,Married,*,*,*,60
*,*,1st-4th,Other,*,Unmarried,*,*,*,34
*,*,HS-grad,Other,*,Married,*,*,*,55
*,*,9th,Nontechnical,*,Unmarried,*,*,*,36
*,*,Prof-school,Technical,*,Married,*,*,*,72
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,34
*,*,Some-college,Technical,*,Married,*,*,*,48
*,*,HS-grad,Technical,*,Married,*,*,*,50
*,*,Some-college,Technical,*,Unmarried,*,*,*,46
*,*,HS-grad,Technical,*,Married,*,*,*,49
*,*,HS-grad,Nontechnical,*,Married,*,*,*,48
*,*,HS-grad,Other,*,Married,*,*,*,49
*,*,Some-college,Other,*,Unmarried,*,*,*,40
*,*,Bachelors,Technical,*,Married,*,*,*,82
*,*,HS-grad,Nontechnical,*,Married,*,*,*,36
*,*,12th,Nontechnical,*,Unmarried,*,*,*,35
*,*,Bachelors,Nontechnical,*,Married,*,*,*,101
*,*,10th,Other,*,Married,*,*,*,35
*,*,HS-grad,Other,*,Unmarried,*,*,*,36
*,*,HS-grad,Other,*,Unmarried,*,*,*,35
*,*,Bachelors,Technical,*,Married,*,*,*,79
*,*,Bachelors,Technical,*,Married,*,*,*,51
*,*,Doctorate,Technical,*,Married,*,*,*,45
*,*,Bachelors,Nontechnical,*,Married,*,*,*,54
*,*,HS-grad,Other,*,Unmarried,*,*,*,45
*,*,HS-grad,Nontechnical,*,Married,*,*,*,39
*,*,Bachelors,Other,*,Unmarried,*,*,*,37
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,46
*,*,HS-grad,Technical,*,Unmarried,*,*,*,44
*,*,Masters,Technical,*,Unmarried,*,*,*,45
*,*,Masters,Technical,*,Unmarried,*,*,*,46
*,*,Some-college,Nontechnical,*,Married,*,*,*,81
*,*,HS-grad,Technical,*,Married,*,*,*,34
*,*,Masters,Nontechnical,*,Unmarried,*,*,*,44
*,*,HS-grad,Technical,*,Unmarried,*,*,*,35
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,31
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,51
*,*,HS-grad,Technical,*,Married,*,*,*,43
*,*,Some-college,Other,*,Unmarried,*,*,*,34
*,*,HS-grad,*,*,Unmarried,*,*,*,33
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,33
*,*,HS-grad,Technical,*,Married,*,*,*,37
*,*,Some-college,Other,*,Unmarried,*,*,*,25
*,*,7th-8th,Other,*,Married,*,*,*,37
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,55
*,*,Masters,Technical,*,Unmarried,*,*,*,37
*,*,Bachelors,Technical,*,Unmarried,*,*,*,49
*,*,Some-college,Technical,*,Unmarried,*,*,*,47
*,*,HS-grad,Technical,*,Married,*,*,*,52
*,*,Some-college,Technical,*,Unmarried,*,*,*,38
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,99
*,*,HS-grad,Technical,*,Unmarried,*,*,*,42
*,*,Some-college,Nontechnical,*,Married,*,*,*,34
*,*,HS-grad,Other,*,Unmarried,*,*,*,39
*,*,7th-8th,Other,*,Unmarried,*,*,*,42
*,*,Assoc-voc,Other,*,Married,*,*,*,34
*,*,Bachelors,Nontechnical,*,Married,*,*,*,51
*,*,Bachelors,Nontechnical,*,Married,*,*,*,51
*,*,HS-grad,*,*,Unmarried,*,*,*,41
*,*,Some-college,Other,*,Unmarried,*,*,*,38
*,*,Masters,Technical,*,Married,*,*,*,48
*,*,Some-college,Other,*,Married,*,*,*,48
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,Bachelors,Nontechnical,*,Married,*,*,*,51
*,*,Assoc-voc,Other,*,Married,*,*,*,40
*,*,Assoc-acdm,Technical,*,Unmarried,*,*,*,47
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,46
*,*,Prof-school,Technical,*,Married,*,*,*,63
*,*,Some-college,Other,*,Married,*,*,*,42
*,*,HS-grad,Other,*,Unmarried,*,*,*,25
*,*,Some-college,Technical,*,Unmarried,*,*,*,44
*,*,Bachelors,Nontechnical,*,Married,*,*,*,52
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,48
*,*,Some-college,*,*,Unmarried,*,*,*,27
*,*,Some-college,Nontechnical,*,Married,*,*,*,42
*,*,HS-grad,Nontechnical,*,Married,*,*,*,52
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,45
*,*,11th,Nontechnical,*,Unmarried,*,*,*,41
*,*,Assoc-voc,Technical,*,Married,*,*,*,35
*,*,Some-college,Technical,*,Unmarried,*,*,*,38
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,32
*,*,5th-6th,Other,*,Unmarried,*,*,*,46
*,*,Doctorate,Technical,*,Unmarried,*,*,*,60
*,*,Some-college,Nontechnical,*,Married,*,*,*,52
*,*,Masters,Technical,*,Unmarried,*,*,*,48
*,*,HS-grad,Other,*,Unmarried,*,*,*,40
*,*,9th,Technical,*,Unmarried,*,*,*,36
*,*,Some-college,Other,*,Married,*,*,*,43
*,*,HS-grad,Technical,*,Married,*,*,*,35
*,*,7th-8th,Nontechnical,*,Married,*,*,*,70
*,*,Bachelors,Nontechnical,*,Married,*,*,*,40
*,*,HS-grad,Technical,*,Married,*,*,*,50
*,*,Assoc-acdm,Technical,*,Unmarried,*,*,*,41
*,*,5th-6th,Technical,*,Married,*,*,*,49
*,*,HS-grad,Nontechnical,*,Married,*,*,*,34
*,*,Bachelors,Nontechnical,*,Married,*,*,*,94
*,*,Some-college,Other,*,Unmarried,*,*,*,46
*,*,HS-grad,Technical,*,Unmarried,*,*,*,44
*,*,HS-grad,Other,*,Married,*,*,*,89
*,*,Bachelors,Other,*,Unmarried,*,*,*,34
*,*,Some-college,Other,*,Unmarried,*,*,*,48
*,*,HS-grad,*,*,Married,*,*,*,40
*,*,Some-college,Other,*,Unmarried,*,*,*,47
*,*,Some-college,Technical,*,Married,*,*,*,62
*,*,Some-college,Nontechnical,*,Unmarried,*,*,*,37
*,*,HS-grad,Technical,*,Unmarried,*,*,*,38
*,*,Some-college,Other,*,Unmarried,*,*,*,39
*,*,HS-grad,Other,*,Unmarried,*,*,*,36
*,*,HS-grad,Other,*,Unmarried,*,*,*,47
*,*,9th,*,*,Unmarried,*,*,*,47
*,*,7th-8th,*,*,Unmarried,*,*,*,41
*,*,Some-college,Other,*,Married,*,*,*,71
*,*,Bachelors,Technical,*,Unmarried,*,*,*,45
*,*,12th,Other,*,Unmarried,*,*,*,27
*,*,Doctorate,Technical,*,Married,*,*,*,73
*,*,11th,Technical,*,Married,*,*,*,37
*,*,9th,Other,*,Married,*,*,*,40
*,*,Assoc-voc,Other,*,Married,*,*,*,36
*,*,Some-college,Technical,*,Unmarried,*,*,*,43
*,*,Bachelors,Technical,*,Married,*,*,*,62
*,*,10th,Technical,*,Married,*,*,*,49
*,*,Masters,Technical,*,Unmarried,*,*,*,47
*,*,HS-grad,Other,*,Unmarried,*,*,*,45
*,*,11th,Technical,*,Married,*,*,*,45
*,*,Bachelors,Technical,*,Married,*,*,*,45
*,*,Some-college,Other,*,Unmarried,*,*,*,46
*,*,Masters,*,*,Unmarried,*,*,*,49
*,*,Masters,Technical,*,Unmarried,*,*,*,46
*,*,Bachelors,Nontechnical,*,Unmarried,*,*,*,35
*,*,HS-grad,Nontechnical,*,Married,*,*,*,44
*,*,Some-college,Other,*,Unmarried,*,*,*,36
*,*,Assoc-voc,Technical,*,Married,*,*,*,53
*,*,HS-grad,Other,*,Unmarried,*,*,*,39
*,*,Prof-school,Technical,*,Unmarried,*,*,*,48
*,*,Some-college,Other,*,Married,*,*,*,45
*,*,10th,Other,*,Married,*,*,*,41
*,*,HS-grad,Other,*,Unmarried,*,*,*,39
*,*,HS-grad,Nontechnical,*,Married,*,*,*,50
*,*,Some-college,Other,*,Unmarried,*,*,*,37
*,*,HS-grad,Technical,*,Unmarried,*,*,*,41
*,*,HS-grad,Technical,*,Married,*,*,*,41
*,*,Bachelors,Technical,*,Married,*,*,*,93
*,*,HS-grad,Other,*,Unmarried,*,*,*,42
*,*,HS-grad,Other,*,Unmarried,*,*,*,35
*,*,Some-college,Technical,*,Unmarried,*,*,*,36
*,*,Some-college,*,*,Unmarried,*,*,*,41
*,*,Doctorate,Technical,*,Married,*,*,*,83
*,*,HS-grad,Other,*,Unmarried,*,*,*,39
*,*,HS-grad,Technical,*,Unmarried,*,*,*,36
*,*,Masters,Technical,*,Married,*,*,*,36
*,*,Some-college,Technical,*,Married,*,*,*,62
*,*,Some-college,Nontechnical,*,Married,*,*,*,73
*,*,HS-grad,Technical,*,Unmarried,*,*,*,46
*,*,Bachelors,Nontechnical,*,Married,*,*,*,97
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,41
*,*,HS-grad,Technical,*,Unmarried,*,*,*,40
*,*,HS-grad,Nontechnical,*,Unmarried,*,*,*,44
*,*,Bachelors,Nontechnical,*,Married,*,*,*,51
